"X2" "X1"
"994" 90.896927 16.013678
"995" 90.045067 16.41538
"996" 89.284267 17.12592
"997" 88.708787 17.663379
"998" 87.362867 18.686115
"999" 86.293347 19.398665
"1000" 85.223817 20.111216
"1001" 83.071367 21.783251
"1002" 81.510137 23.114299
"1003" 75.609237 28.145158
"1004" 72.374877 30.1978
"1005" 69.105087 30.986979
"1006" 68.282977 31.185398
"1007" 65.256097 32.611824
"1008" 62.378697 34.15681
"1009" 57.147057 36.965877
"1010" 54.755457 36.531711
"1011" 53.440067 36.292918
"1012" 50.637187 36.007295
"1013" 48.526817 35.896991
"1014" 44.178847 35.669731
"1015" 43.636327 35.429964
"1016" 43.344317 33.606574
"1017" 43.183077 32.599731
"1018" 43.279117 32.345052
"1019" 44.175527 31.401683
"1020" 44.905077 30.633942
"1021" 45.006397 30.429211
"1022" 44.537177 30.670955
"1023" 43.813017 31.044051
"1024" 42.741247 32.420842
"1025" 42.641557 33.106043
"1026" 42.372687 34.954247
"1027" 43.232087 35.976455
"1028" 45.862377 36.937043
"1029" 48.888737 38.042276
"1030" 50.831007 40.51778
"1031" 51.211437 43.754639
"1032" 51.431787 45.629464
"1033" 51.854697 45.292039
"1034" 51.894407 43.209718
"1035" 51.924607 41.62889
"1036" 51.510557 40.755198
"1037" 49.931287 39.066825
"1038" 47.692977 36.673892
"1039" 49.149137 36.579878
"1040" 51.840687 38.94355
"1041" 52.703907 39.701618
"1042" 53.410177 40.203027
"1043" 53.410177 40.057799
"1044" 53.410177 39.423525
"1045" 51.785887 37.679332
"1046" 50.632687 37.075275
"1047" 48.499077 35.957672
"1048" 50.341747 36.271585
"1049" 52.783227 37.441636
"1050" 54.772377 38.39491
"1051" 55.013217 38.447962
"1052" 55.337627 38.00431
"1053" 55.794947 37.378884
"1054" 57.836177 37.666325
"1055" 58.904377 38.506571
"1056" 59.723707 39.151052
"1057" 60.129467 39.252958
"1058" 59.808517 38.733642
"1059" 59.658037 38.49017
"1060" 59.807917 38.446999
"1061" 60.314037 38.587993
"1062" 63.220807 39.397719
"1063" 65.221937 39.455557
"1064" 68.324597 38.819521
"1065" 71.656537 38.136488
"1066" 73.914407 38.015658
"1067" 74.635677 38.481782
"1068" 74.934627 38.674979
"1069" 74.959537 38.773103
"1070" 74.710377 38.776156
"1071" 74.013727 38.784656
"1072" 74.332217 39.296219
"1073" 75.526087 40.086283
"1074" 76.993477 41.057362
"1075" 77.227827 41.074567
"1076" 76.633547 40.167583
"1077" 75.845317 38.964581
"1078" 76.167737 38.461355
"1079" 78.221387 37.689323
"1080" 82.144397 36.214542
"1081" 83.645187 36.009062
"1082" 91.077927 35.929077
"1083" 91.822807 35.921077
"1084" 92.548077 35.908777
"1085" 93.249777 35.892447
"1086" 96.777137 35.810337
"1087" 99.708837 35.625805
"1088" 101.54121 35.365968
"1089" 108.12002 34.433064
"1090" 111.87767 34.420927
"1091" 117.08665 35.315768
"1092" 122.98057 36.328272
"1093" 128.34052 37.523692
"1094" 129.4931 38.082751
"1095" 130.38996 38.51777
"1096" 129.64258 37.878873
"1097" 128.8952 37.239979
"1098" 134.96339 37.39329
"1099" 139.70086 37.512981
"1100" 141.56926 37.44511
"1101" 143.48349 37.083789
"1102" 145.37641 36.726489
"1103" 147.23033 36.655324
"1104" 151.61546 36.771631
"1105" 157.29552 36.922284
"1106" 168.42893 39.346261
"1107" 174.55231 40.679447
"1108" 180.13522 41.767035
"1109" 180.83539 41.763122
"1110" 181.53557 41.759222
"1111" 183.19592 41.516658
"1112" 184.52506 41.22412
"1113" 186.55289 40.777801
"1114" 187.23752 40.459807
"1115" 188.7805 39.247571
"1116" 189.79186 38.453008
"1117" 190.96456 37.350283
"1118" 191.38652 36.797066
"1119" 191.80848 36.243851
"1120" 192.34255 35.791222
"1121" 192.57334 35.791222
"1122" 192.84821 35.791222
"1123" 192.73983 36.044353
"1124" 192.25917 36.525012
"1125" 191.85559 36.928595
"1126" 191.52986 37.433075
"1127" 191.53533 37.646077
"1128" 191.54133 37.867345
"1129" 191.78581 37.745017
"1130" 192.10641 37.360713
"1131" 192.68667 36.665157
"1132" 193.45478 36.481012
"1133" 193.75431 36.965653
"1134" 193.84871 37.118318
"1135" 193.6373 37.286478
"1136" 193.28462 37.339342
"1137" 192.93193 37.392202
"1138" 192.29093 37.894921
"1139" 191.86017 38.456494
"1140" 191.1691 39.357415
"1141" 191.15019 39.438466
"1142" 191.69945 39.145453
"1143" 192.04182 38.962809
"1144" 192.4955 38.604235
"1145" 192.70764 38.348626
"1146" 193.17213 37.788948
"1147" 193.81843 37.743296
"1148" 193.99671 38.257566
"1149" 194.06791 38.463094
"1150" 194.04551 38.653119
"1151" 193.94691 38.679843
"1152" 193.84821 38.706573
"1153" 193.40003 38.809411
"1154" 192.95086 38.908388
"1155" NA NA
"1156" 98.924437 100.81486
"1157" 98.551777 100.59275
"1158" 98.551777 100.75151
"1159" 98.551777 100.81931
"1160" 99.493477 101.50096
"1161" 100.64444 102.26629
"1162" 101.7954 103.03163
"1163" 102.73709 103.59449
"1164" 102.73709 103.5171
"1165" 102.73709 103.4397
"1166" 101.96356 102.85668
"1167" 101.01813 102.2215
"1168" NA NA
"1169" 72.839467 52.831419
"1170" 72.495207 52.965947
"1171" 72.393587 53.13037
"1172" 72.288797 53.299923
"1173" 72.539957 53.429321
"1174" 72.973847 53.429321
"1175" 73.394607 53.429321
"1176" 73.738867 53.294793
"1177" 73.738867 53.13037
"1178" 73.738867 52.965947
"1179" 73.477747 52.831419
"1180" 73.158607 52.831419
"1181" NA NA
"1182" 32.426524 55.9888
"1183" 32.324564 57.048912
"1184" 32.292504 60.47921
"1185" 32.248104 65.225998
"1186" 32.515014 64.528893
"1187" 32.915644 58.851477
"1188" 33.093854 56.326091
"1189" 33.060324 55.778114
"1190" 32.734224 55.886517
"1191" NA NA
"1192" 32.334154 41.324936
"1193" 32.284094 41.67348
"1194" 32.170144 45.208175
"1195" 32.029824 49.561233
"1196" 32.070444 50.140862
"1197" 32.515644 50.140862
"1198" 32.805624 50.140862
"1199" 32.792384 46.082065
"1200" 32.492244 42.966044
"1201" NA NA
"1202" 192.44135 42.187838
"1203" 192.43069 41.929991
"1204" 192.51705 41.714188
"1205" 192.61245 41.475706
"1206" 192.68332 41.546542
"1207" 192.69767 41.894805
"1208" 192.71067 42.209947
"1209" 192.63997 42.386516
"1210" 192.54065 42.287178
"1211" NA NA
"1212" 192.44135 64.310194
"1213" 192.43069 64.052348
"1214" 192.51705 63.836544
"1215" 192.61245 63.598062
"1216" 192.68332 63.668898
"1217" 192.69767 64.017161
"1218" 192.71067 64.332303
"1219" 192.63997 64.508872
"1220" 192.54065 64.409534
"1221" NA NA
"1222" 25.618724 55.924696
"1223" 24.601924 56.872767
"1224" 23.461364 57.765192
"1225" 21.433144 59.352169
"1226" 20.128434 59.868532
"1227" 18.696354 59.651027
"1228" 17.995464 59.544574
"1229" 17.998304 59.535196
"1230" 18.881404 59.039171
"1231" 19.456494 58.716151
"1232" 19.598794 58.531128
"1233" 19.278034 58.523454
"1234" 19.002904 58.516854
"1235" 18.389924 58.837863
"1236" 17.915844 59.236774
"1237" 17.347154 59.715299
"1238" 16.449374 60.048249
"1239" 15.277094 60.21538
"1240" 13.696394 60.440738
"1241" 13.503004 60.543066
"1242" 13.524914 61.142525
"1243" 13.538414 61.513132
"1244" 13.403924 61.764549
"1245" 13.225954 61.701234
"1246" 13.047994 61.637924
"1247" 12.916974 61.38977
"1248" 12.934804 61.14979
"1249" 12.961104 60.795539
"1250" 12.454994 60.717238
"1251" 10.244243 60.733537
"1252" 7.8613771 60.751117
"1253" 7.2972391 60.648817
"1254" 5.7275711 59.914597
"1255" 2.9119821 58.59759
"1256" 1.6144371 57.070813
"1257" 0.82769807 54.149087
"1258" 0.56911707 53.188788
"1259" 0.59367207 52.610815
"1260" 0.94303107 51.434395
"1261" 1.6882421 48.924997
"1262" 2.9157041 47.550245
"1263" 5.5224881 46.30542
"1264" 7.6777531 45.27621
"1265" 7.9802561 45.212175
"1266" 10.401122 45.272674
"1267" 12.613774 45.327974
"1268" 12.976334 45.268574
"1269" 12.942204 44.856423
"1270" 12.920304 44.59201
"1271" 13.047994 44.32387
"1272" 13.225954 44.260555
"1273" 13.403924 44.197235
"1274" 13.538454 44.451815
"1275" 13.524914 44.82628
"1276" 13.505014 45.376759
"1277" 13.672014 45.518354
"1278" 14.397144 45.565762
"1279" 15.232444 45.620372
"1280" 15.242704 45.609192
"1281" 14.546614 45.402807
"1282" 14.135564 45.280934
"1283" 13.799244 44.985492
"1284" 13.799244 44.746272
"1285" 13.799244 44.402864
"1286" 14.176754 44.332354
"1287" 15.592944 44.411253
"1288" 17.388844 44.511303
"1289" 18.382324 45.01299
"1290" 18.002284 45.627914
"1291" 17.678164 46.152351
"1292" 17.239314 46.008804
"1293" 16.947544 45.282913
"1294" 16.753734 44.80075
"1295" 16.671804 44.752532
"1296" 16.658224 45.112645
"1297" 16.647824 45.38895
"1298" 16.336584 45.673315
"1299" 15.966634 45.744573
"1300" 15.347364 45.863849
"1301" 15.354614 45.877358
"1302" 16.058034 45.914841
"1303" 16.478254 45.937231
"1304" 17.277924 46.291871
"1305" 17.835084 46.702929
"1306" 18.392234 47.113986
"1307" 19.057384 47.4412
"1308" 19.313174 47.430073
"1309" 19.622114 47.416623
"1310" 19.552424 47.300923
"1311" 19.105624 47.085439
"1312" 18.023424 46.563513
"1313" 18.325844 46.316798
"1314" 19.853004 46.475732
"1315" 20.987254 46.593776
"1316" 21.705294 46.950747
"1317" 23.421124 48.24961
"1318" 24.602594 49.143963
"1319" 25.634564 50.03626
"1320" 25.714394 50.232497
"1321" 25.930424 50.763502
"1322" 25.935644 55.09882
"1323" 25.721394 55.658363
"1324" NA NA
"1325" 21.971804 51.157149
"1326" 21.911104 51.720952
"1327" 21.960234 52.486266
"1328" 22.100384 54.669476
"1329" 22.246724 54.93426
"1330" 22.284654 53.073276
"1331" 22.303754 52.137549
"1332" 22.218454 51.309589
"1333" 22.095124 51.233369
"1334" NA NA
"1335" 20.683274 51.217085
"1336" 20.567654 52.15878
"1337" 20.567654 52.980895
"1338" 20.567654 53.803009
"1339" 20.683274 54.744704
"1340" 20.824584 55.07355
"1341" 20.993114 55.465731
"1342" 21.081514 54.745712
"1343" 21.081514 52.980895
"1344" 21.081514 51.216078
"1345" 20.993114 50.496058
"1346" 20.824584 50.888239
"1347" NA NA
"1348" 18.224254 51.02419
"1349" 18.136934 50.981138
"1350" 18.135604 51.501088
"1351" 18.134734 51.838155
"1352" 18.291814 52.271721
"1353" 18.484654 52.464568
"1354" 18.752864 52.732777
"1355" 18.752864 52.996099
"1356" 18.484654 53.584754
"1357" 17.920144 54.823729
"1358" 18.083764 55.15966
"1359" 18.733044 54.094734
"1360" 19.443154 52.930049
"1361" 19.443124 52.927054
"1362" 18.711644 51.785092
"1363" NA NA
"1364" 13.838014 48.048207
"1365" 13.697404 48.317089
"1366" 13.713774 48.892958
"1367" 13.726974 49.35757
"1368" 13.577024 49.996577
"1369" 13.380534 50.312974
"1370" 13.085644 50.787813
"1371" 13.042174 50.561597
"1372" 13.131574 49.017172
"1373" 13.242964 47.092701
"1374" 12.980214 47.078037
"1375" 12.453264 48.979312
"1376" 12.095264 50.270992
"1377" 12.366864 51.934563
"1378" 12.935744 51.934563
"1379" 13.356404 51.934563
"1380" 14.160234 50.312118
"1381" 14.453904 48.870318
"1382" 14.579524 48.253573
"1383" 14.505004 48.048203
"1384" 14.155554 48.048207
"1385" NA NA
"1386" 13.371314 54.462375
"1387" 13.088164 54.027222
"1388" 12.748814 54.027222
"1389" 12.281714 54.027222
"1390" 12.093744 55.977927
"1391" 12.437744 57.255457
"1392" 12.877644 58.889124
"1393" 13.363824 59.151208
"1394" 13.006804 57.562219
"1395" 12.853124 56.87825
"1396" 12.799444 56.130864
"1397" 12.887514 55.90136
"1398" 13.182364 55.133008
"1399" 13.649764 55.84304
"1400" 13.649764 57.059286
"1401" 13.649764 57.888802
"1402" 13.765794 58.223726
"1403" 14.023454 58.137936
"1404" 14.582274 57.951869
"1405" 14.578364 57.302395
"1406" 14.010354 55.96602
"1407" NA NA
"1408" 17.276544 61.572485
"1409" 16.519844 61.738624
"1410" 15.514534 61.735632
"1411" 13.074444 61.728332
"1412" 12.971704 60.850137
"1413" 15.368734 60.489354
"1414" 16.448604 60.32682
"1415" 16.639274 60.375929
"1416" 16.639274 60.8166
"1417" 16.639274 61.244444
"1418" 16.721274 61.218055
"1419" 17.108154 60.665657
"1420" 17.366034 60.297475
"1421" 17.702354 60.07369
"1422" 17.855534 60.168355
"1423" 18.269154 60.423985
"1424" 18.195894 60.755441
"1425" 17.610864 61.275367
